,Reviewer Name,Review Rate,Review Time,Review Comment
3088,Tom Chen,1 sao,một năm trước,"Quán quá tệ, giửa trưa 11h, trời nóng như thêu, cái quán to đùng được trang bị 4 điều hoà nhưng chỉ mở 2 cái. Bạn mình qua quầy hỏi thì nói là đã mở hết điều hoà rồi. Mình đi kiểm tra thì thực tế chỉ mở 2 điều hoà và điều chỉnh ở mức 25 độ, …"
3089,Đỗ Lộc,4 sao,4 năm trước,"Không gian khá rộng, nhưng cách sắp xếp bàn ghế sát nhau tạo cảm giác không thoải mái.
Thức uống ngon, phục vụ nhanh, nhiệt tình, vui vẻ. …"
3090,Jerry Dang,5 sao,3 tháng trước,"Nhân viên thân thiện, mấy anh giữ xe nhiệt tình giúp khách. Chỉ có chỗ giữ xe hơi chật."
3091,BEN SY,5 sao,6 tháng trước,"Rộng thoải mái, anh giữ xe vui vẻ"
3092,Tam Tao,4 sao,4 năm trước,"Gần trung tâm thành phố, xung quanh có nhiều quán ăn, gần chợ, thuận tiện đi lại. Quán có không gian thoáng, thức uống ngon"
3093,Trung Nguyễn Lê Thành,4 sao,6 tháng trước,quán rộng rãi. Nhưng chiều tối hơi đông nha
3094,Nam Dinh,4 sao,một năm trước,"Món mới trà nhiệt đới mơ sơ ri mùa hè nhé mọi người. 4,5đ tạm ổn"
3095,Luong Phuc,4 sao,3 tháng trước,"Quán đẹp lịch sự, chỉ cần nhà vệ sinh sạch hơn nữa là hoàn hảo."
3096,Đỗ Trường Vũ,5 sao,một năm trước,"Nhân viên bảo vệ nhiệt tình, buổi trưa cao điểm dân văn phòng xung quanh nên quán khá đông."
3097,Duy Ngo,2 sao,3 năm trước,"Quán đông, ko thấy nhân viên gửi xe. Đưa 50k mua ly sen vàng 49k ko thèm thối tiền. Bó tay."
3098,Tuan Khanh,4 sao,5 tháng trước,"Cafe ngon nhưng hơi mắc.
Voucher momo order chưa kịp thoát ra là mất luôn"
3099,Luat Le,5 sao,4 năm trước,"Này là chi nhánh ruột của gia đình mình
Highland coffee ở CMT8 có không gian rất rộng rãi, thoáng mát. Nước uống thì đậm đà.
Sẽ ủng hộ dài dài!"
3100,Quynh Nhung93,4 sao,4 năm trước,"Món yêu thích ở highland chỉ là Freeze trà xanh,  nhân viên phục vụ tốt, đồ uống và không gian thì luôn ok. Sẽ ủng hộ dài dài"
3101,Hue La,5 sao,4 năm trước,"Không gian rộng, trần cao nên thoáng và dễ chịu, bãi xe cũng to nên để xe tiện. nhân viên thân thiện"
3102,Canh Chua,5 sao,2 năm trước,"Highland thì chi nhánh nào cũng sẽ đông, nhưng đc cái cà phê ngon, phục vụ rất nhanh"
3103,Huỳnh Huỳnh official,4 sao,2 tháng trước,Giữ xe hơi thái độ
3104,Nguyên Hoàng,1 sao,10 tháng trước,"Quán làm việc khôg chuyên nghiệp , nói tới nhân viên thì lẫn tránh công việc của mình . đợi hơn 30p mà khôg làm nỗi đc 1 ly nước , ban quản lý nên coi lại cách phục vụ và phép tắt ở quán.  Khách hỏi mà khôg một nv nào chịu trả lời . thì quá tệ . bỏ tiền ra mua chứ khôg bỏ tiền ra xin nhé . 1 đi khôg trở lại"
3105,Long trần,3 sao,một năm trước,"Nhận viên ko đc okie , tuyễn thời vụ nhiều quá nên ko ai rành , chẳng ai cứng để hướng dẫn ng mới"
3106,Kien Duong,5 sao,3 năm trước,"Nằm gần trung tâm nên chỗ này hơi kẹt xe, không gian rất ok"
3107,Tienland Tan,1 sao,một năm trước,"Đi caffe mà ko có chổ đậu xe, phải đậu ở trước của ko người trông coi. Vừa uống vừa coi xe"
3108,Quang Nguyễn,1 sao,6 tháng trước,"Quán mở nhạc quá to và ồn, nơi này không thích hợp để gặp bàn công việc hay làm việc tại đây."
3109,Le Son,1 sao,2 năm trước,Đây là một ly americano do bạn quản lý đưa cho với khuyến cáo quậy lên. Nhìn ly cf tuột hết mood
3110,Lực Nguyễn,1 sao,11 tháng trước,"Bảo vệ không nhận xe đã đành, hỏi còn chỗ nào để xe không thì cũng không chỉ dẫn KH kiếm chỗ gửi xe. Thái độ nói chuyện với khách quá tệ, chợ búa đuổi khách. Nhân viên phục vụ thì nhăn nhó, khách hỏi không giải thích mà gắt gỏng. Trải nghiệm quá tế"
3111,Thái Đỗ,5 sao,một năm trước,"Ra đồ uống nhanh chóng, không gian quán khá thoải mái làm việc khá thích."
3112,Tân Đức,1 sao,một năm trước,"Vào trong bàn ghế vẫn còn nhiều nhưng k có chổ đậu xe. Người giữ xe kêu hết chổ để xe rồi kiểu ko muốn nhận khách, kêu có bạn ngồi trong rồi thì chỉ ra trước đậu k ai trông coi."
3113,Vân Như,5 sao,10 tháng trước,"xin chân thành cảm ơn bạn nhân viên tại quán, nay mình với bạn không có tiền mặt để gửi xe và bạn đã hỗ trợ chúng mình dù mình có nói là để mình bank lại cho T_T , xin chân thành cảm ơn rất nhiều T_T"
3114,Khánh Nguyễn Quốc,2 sao,2 năm trước,"Món cookies ở đây dở, vị ngọt đường át hết các vị khác. Đá xay không nhuyễn, ít cookies, kem béo."
3115,hong diem,1 sao,11 tháng trước,Là KH ruột của highland nhưng nay lần đầu tạt ngang qua 601 cmnt gặp anh bảo vệ thái độ như thằng côn đồ. Nhân viên phục vụ thì ba chấm…. Từ nay chắc vì cái quán này mà không bao giờ uống highland nữa!!! Bye
3116,Phúc Hoàng,1 sao,11 tháng trước,"15h10p ngày 19/9/2022 mình có chạy ngang highland CF CMT8 định vào làm ly cf làm việc cho mát mẻ thì chạy vào trước cửa ngó nghiêng k thấy bảo vệ đâu, thì ra bên góc trái nhưng chạy vào nhìn qua khe cây thì thấy bảo vệ đang nhìn mình và …"
3117,Quỳnh Như Trần Đoàn,1 sao,một năm trước,"Mình nghiện Trà Sen Vàng của Highlands và đánh giá 5 sao cho món yêu thích. Nhưng riêng chi nhánh CMT8 thì 1 sao nhé.
Nhà mình gần đây nên hay order về uống nhưng nhân viên ở đây làm việc rất tệ. …"
3118,hoang tran,1 sao,một năm trước,"Nhân viên cực kỳ tệ. khi oder cho khách mình đã chọn phindi choco size lớn, nhưng khi bấm bill thì lại ra freeze sô-cô-la. Làm món thì lâu trong khi quán ko đông 1 chút nào, nhân viên đứng nói chuyện với nhau rồi đưa nhầm món và khi đc phản …"
3119,Ngọc Võ,3 sao,một năm trước,"Hơi khó tìm với mình. Nước uống ko quá đặc sắc, sắp xếp không gian hơi chật chội. Điểm cộng là có bác bảo vệ dắt xe khá dễ thương"
3120,Huyen Bach Thu,1 sao,một năm trước,"Mình gọi phindi choco nhưng khi mình nhận nước là choco đá xay, mình hỏi lại nv thì nv khẳng định mình gọi choco đá xay. Mình mới check lại bill thì trên bill là freeze choco, lỗi do mình khi nv đưa bill mình ko kiểm để nói liền. Lúc này nv …"
3121,Nguyễn Mạnh Hùng,5 sao,2 tháng trước,Cà phê ok. Không gian đẹp
3122,Joseph Trình,5 sao,4 năm trước,"Nước uống ngon, nhân viên vui vẻ lịch sự. Sẽ quay lại!"
3123,HUY DƯƠNG,4 sao,một tháng trước,Nước ngon không gian yên tĩnh
3124,Nam Hoàng,4 sao,4 năm trước,"Rộng rãi thoáng mát, ko quá ồn ào"
3125,Hoàng Việt Cường,5 sao,3 năm trước,Không gian ok. Đồ uống ngon...
3126,Chành Xe Hà Nội,5 sao,3 năm trước,Quán lẩu fa ở đây nè. Mình vừa gặp cô bé khá dễ thương ở đây
3127,Bình Lê Văn,4 sao,4 năm trước,Cafe tăng 2 ngon kkk
3128,Tài Đức Nguyễn,3 sao,3 tháng trước,Tạm được so với hệ thống bán lẻ highland
3129,Thương Châu,5 sao,2 tháng trước,Nhân viên pv nhiệt tình dễ thương
3130,tuấn vu Nguyễn,1 sao,một năm trước,"Chi Nhánh này rất tệ, mình hỏi bình giữ nhiệt giá bao nhiêu tiền, quán báo giá xong rồi,mình có xem thử bình như thế nào vì muốn mua để sử dụng, đang coi cái bình quán kèm thêm câu rớt đền nhe,như kiểu mình không có tiền để mua vậy,nên thôi …"
3131,Trang Huỳnh,5 sao,một năm trước,"Lên món nhanh, đóng gói cẩn thận."
3132,Xuân Phúc Trần,5 sao,một năm trước,"Không gian quán thoáng đãng, vị trí ngồi đẹp, thư giãn. Thái độ phục vụ tốt"
3133,Trình Nguyễn,5 sao,3 năm trước,Lần đầu đi. Thấy k gian cũng khá ok
3134,Hue Tran,2 sao,2 năm trước,"25/04/2021 tôi và cùng nhóm bạn ghé cafe highlands ở 601 cmt8, gửi xe ngay trước cửa quán bị thu 10k/c, thấy bức xúc, chúng tôi bị quán lẩu kế bên lừa nên ko biết, khách quen thì biết gửi xe fía sau là của quán, nglạ ko biết nên mọi người lưu ý tốn tiền oan nhé.lũ giữ xe đó rất gian manh, quản lý quán lưu ý vấn đề này"
3135,Hưng Đinh Duy,5 sao,4 năm trước,"Nằm mặt tiền còn đường Cách Mạng Tháng Tám luôn tấp nập xe cộ đi lại, quán thu hút khá đông khách hàng với không gian bên trong rộng rãi, thoáng mát, trang trí đẹp, không ồn ào mà thoang thoảng tiếng nhạc du dương.Nếu là người không sợ …"
3136,Nguyen Nhung,2 sao,2 năm trước,"Các bạn làm 1 đơn hàng 2 trà, 1 bánh mì, 1 bánh mousse có sẵn hết 30p. Shipper chạy 1,6km hết 30p. Không thể hiểu ! Bị charge 15k cho 1,6km ( như Google Maps định vị). Nhận đồ ăn thì đá đã tan gần hết. Bánh mì ngấm sauce, nhão nhẹt. No more words."
3137,Giau Phanminh,5 sao,một năm trước,"Như những quán highland khác ko gian đẹp, nước ngon và khá đông"
3138,Kieu Truong,3 sao,2 năm trước,"Quán rộng sạch sẽ nhưng thái độ của nhân viên hơi tệ. Mình mua bill 50k nhưng không có tiền lẻ nên mình đưa tờ 500k nhờ thối thì nhân viên tỏ thái độ khó chịu, bắt mình chuyển khoản nhưng mình nói không có cuối cùng phải lấy tiền lẻ ra thối …"
3139,Peter Nguyễn Anh Tuấn,4 sao,2 năm trước,"Nhân viên nhiệt tình vui vẻ, không gian quán không ồn như các highland khác. Nhưng tiếc một điểm hôm nay bánh mì thịt nướng khô bà cứng không ngon như các điểm khác."
3140,Uyen Vy Vu Do,3 sao,3 năm trước,"Thức uống chất lượng. Phục vụ tốt. Tuy nhiên, khi khách vừa chạy xe đến quán, bảo vệ quán liền xua tay không tiếp, vẻ mặt rất khó chịu. Nhiều người bỏ về ngay khi gặp nhân viên giữ xe như vậy"
3141,Duy Phat Kim,4 sao,một năm trước,"Đông đúc giá cả hợp lý với khu này, có bánh mỳ nhé mọi người."
3142,Phuc Vo,4 sao,3 năm trước,"Quán khá đông chădmsc do vị trí đắc địa, có cô phục vụ khá lớn tuổi rất dễ thương, để ý sắp bàn sắp ghế cho khách rất nhiệt tình!"
3143,Dung Bui,5 sao,một năm trước,Ngonnnnn. Cf ở đây uống dc nè.
3144,huong nguyen,1 sao,3 năm trước,"Hoá đơn trên 75k lần sau quay lại mua ko quá 3 ngày được tặng 1 ly, khi mình lại mua, mình nói có hoá đơn tặng 1 ly, nói xong đưa hoá đơn củ ra, bạn kia kêu ra bưu rồi không được tính, hụt hẫng, thái độ nv ko cần khách."
3145,Hoàng Minh Hiếu,4 sao,4 năm trước,Quán mới mở dc vài tháng nên rất đẹp và sạch sẽ. Có không gian ngoài trời cho ai muốn hút thuốc nhưng nên ngồi vào buổi tối thì phù hợp hơn. Nhà vệ sinh luôn thơm phức dành riêng cho  nam và nữ.
3146,Quỳnh Nguyễn,3 sao,3 năm trước,Ko phụ thu phí ngày Tết
3147,Sales Man Hồng Thắng,3 sao,4 năm trước,Không có rèm cửa ngồi rất khó chịu
3148,Lan Lan,1 sao,4 năm trước,"Uống hai lần vì gần nhà. Lần đầu uống free Trà xanh. Xịt kem cực kì ít, cực kì xấu nhìn mất thẩm mĩ. Lần hai uống Sen vàng, trà rất nhạt, loãng, ko đậm trà, ko ngọt, quay sen ko tới, còn sượng và mặc dù đã extra năng nhưng vẫn cực ít. Rất rất bực Hlgs chi nhánh ở đây về mảng đồ uống. Poor!"
3149,Huong Pham,5 sao,3 năm trước,"HighLand thì mình thấy cách pha chỗ nào cũng giống nhau, giá cũng vậy. Chỉ có không gian là hơi khác chút ( chắc cho đỡ nhàm chán )
Ở đây tiện đường nên mình hay ghé. …"
3150,Trường An,1 sao,4 năm trước,"Mình đến mà bạn giữ xe trước kêu chạy ra sau giữ, chạy ra sau thì bạn ở sau kêu chạy lên trước. Chạy lại lên trước thì lại kêu chạy ra sau. Mình ý kiến thì bạn nhân viên giải thích 2 bạn không hợp nhau gì gì đó các kiểu. Kết quả mình và bạn đi chỗ khác.Và sau khi từ chối mình xong thì có 1 chị chạy vào giữ tỉnh bơ. Chán. Tụt cả hứng thú."
3151,Thong Luu,5 sao,4 năm trước,"Không gian thoáng mát, thoải mái, nhân viên phục vụ ổn.
Highland luôn là lựa chọn của tớ mỗi khi muốn thưởng thức trà :) :)
Vote 5 sao !"
3152,Minh Tuấn,5 sao,11 tháng trước,Chất lượng tốt
3153,Thúy Huỳnh,1 sao,4 năm trước,"Mình đi nhiều quán highlands và cảm thấy chỗ này là tệ nhất, có một cô nhân viên lớn tuổi chẳng hiểu là quét dọn hay phục vụ, nhưng thái độ cực kỳ vớ vẩn, đang ngồi cô nhắc nhở phải thế này thế kia, cô ra lệnh cho mình không được lấy khăn …"
3154,Lan anh Đỗ Thị,5 sao,một năm trước,"Không gian rộng, chú giữ xe vui tính, dễ thương."
3155,Ye Ho,3 sao,3 năm trước,Tự nhiên tới lúc 7h30. Ngồi 1 lát thì nhân viên báo 9h đóng cửa sớm. Cảm giác hơi bị tụt mood 1 xíu. Hơi thất vọng tí
3156,Vinh Đới Sĩ,5 sao,3 năm trước,"Cafe ngon, không gian thoáng mát mẻ lý tưởng để trốn cái nắng hè và tìm 1 góc để thư giãn buổi trưa"
3157,khoa nguyễn,5 sao,7 tháng trước,quán sạch sẽ nhân viên thân thiện
3158,Phong Tiêu,2 sao,2 năm trước,1 quán Highlands có thương hiệu lớn mà ko có nổi 1 ca trà đá dành cho khách mà chỉ biết bán và bán
3159,Kite Kẹo,1 sao,2 năm trước,"Thái độ phục vụ của quản lý quán rất láo và ko tôn trọng khách hàng,nói về thái độ chứ ko phải lời nói nặng nhẹ gì"
3160,Binz Boiz,3 sao,6 tháng trước,Cà phê Highland lun ok
3161,SoNi,4 sao,4 năm trước,"Nước đá xay chanh giảm bớt chua xíu nha mấy bạn. Định vừa ăn đá xay mà nó cũng chua quá ăn hơm nổi, giảm lượng chanh xuốg nữa nha. Chọt bao tử tui où. Vẫn thích vì là địa điểm quen thuộc. 5 ⭐"
3162,Chuong Cao,5 sao,2 tháng trước,thoải mái
3163,Trần Tiểu Bình,5 sao,3 năm trước,"Quán rộng, view đẹp."
3164,Bác Sĩ Thần Kinh,5 sao,3 năm trước,Quán ok. Khá là đông khách. Mình vẫn còn thắc mắc sao đến giòe này vẫn còn dùng ly nhựa muỗng nhựa. Các bạn khá là nhây đó HC
3165,Ngọc Châu Phạm Thị,5 sao,một tuần trước,Rộng rãi thoáng mát
3166,Tran Anh Tuan,4 sao,3 năm trước,"Nhân viên giữ xe rất nhiệt tình và lịch sự, nhân viên đứng quầy không lịch sự, khách tới nhận nước không hề nhìn và chào 1 tiếng nào"
3167,Dan Nguyen Thanh,1 sao,3 năm trước,"Vợ chồng mình là fan cứng của HIghlands, nhưng hôm nay vào lúc này ở chi nhánh 601 CMT8 làm mình thất vọng kinh khủng luôn. Nhạc mở quá to cả mình và vợ 2 lần nhờ chỉnh nhạc nhỏ đều bị nhân viên đưa ra lý do để từ chối, vậy thôi mình đi về …"
3168,Felix Pham,4 sao,3 năm trước,"Thương hiệu này không phải bàn cải, nhưng khắc phục được tiếng ồn thì sẽ thú vị hơn, không biết đây là ý đồ hay đưng khách quá nên không quan tâm đến khách."
3169,Be Pro Design,1 sao,2 năm trước,đi cafe để xe trước cửa quán cafe mà bị thu 10k từ nhân viên quán lẩu thật vô lý
3170,Trinh Phong,5 sao,4 năm trước,Quán rộng rãi
3171,Tips and Tricks,4 sao,9 tháng trước,Bé kẹt xe vào đây tránh nóng cũng ok
3172,vu hoang linh,4 sao,4 tháng trước,Quán nhỏ
3173,trong duong,5 sao,3 năm trước,"Đến uống mùa dịch vì chị bạn làm gần bên, phải khó khăn lắm mới có chỗ ngồi cho 3 người :)"
3174,Châu Bùi,5 sao,3 năm trước,"Thoải mái, nhân viên ân cần"
3175,Hanhan vnch,4 sao,3 năm trước,"Chỗ để xe ở sau cửa hàng chú bv nhiệt tình, có điều k 2 tầng k có k gian riêng thôi"
3176,Minh Mộng Mơ,5 sao,4 năm trước,Ko gian mast mẻ sạch sẻ vì là phòng kính chưa uống cf nhưng uống trà xanh đá xay ngon tuyệt👍 …
3177,thanh thảo võ,4 sao,4 năm trước,Ổn sạch ngon
3178,Lucduckhai Ray,5 sao,2 năm trước,Ok ngồi gặp khách làm ăn
3179,vinh,4 sao,4 năm trước,"Ko gian quán rất ok, đồ uống,  bánh thì miễn chê lun 👍👍👍 …"
3180,Thanh,4 sao,một năm trước,Một địa điểm khá thoáng để gặp mặt bạn bè hoặc ngồi làm việc
3181,Thanh Tran,4 sao,một năm trước,Không gian rộng. Đồ uống tạm. Giá hơi cao so mb
3182,PI Pi,4 sao,11 tháng trước,"Không gian đẹp , nước cũng tạm được 😀 …"
3183,Văn Tiến,4 sao,một năm trước,"Quán có không gian đẹp, ấm cúng"
3184,tan loc,5 sao,10 tháng trước,"Không gian yên tĩnh, cà phê thật,"
3185,Viễn Võ,5 sao,2 năm trước,"Không gian rộng , hiện đại , ổn"
3186,Đinh Anh Phụng,5 sao,3 năm trước,"Quán đẹp, phục vụ tận tâm, đồ uống cực ngon"
3187,Nhi Nguyễn,5 sao,2 năm trước,Không gian ấm áp. Phục vụ nhiệt tình. Đồ uống ngon
3188,Kiệt Trần Tuấn,3 sao,3 năm trước,"Vị trí hơi khuất, khá khó tìm nhưng không gian cũng ổn! Phục vụ tạm được!"
3189,dung tandung,1 sao,một năm trước,Thái độ phục vụ của nhân viên không tốt
3190,Đông Đông,4 sao,một năm trước,"Quán đẹp, nhân viên phục vụ tốt"
3191,Trong Nguyen Kim,1 sao,3 năm trước,Mua mang về mà nhân viên bỏ vòng nilon bất cẩn ra đến cửa đã đổ
3192,Thanh Huy Huỳnh,5 sao,3 năm trước,"Không gian đẹp. Rộng rãi, mát mẻ. Nhân viên thân thiện."
3193,Trung Nguyen Vu,4 sao,một năm trước,"Quán rông, nhân viên dễ thương"
3194,Tuan Nguyen,4 sao,4 năm trước,Cafe tot co thuong hieu. Banh Mi ngon. May lanh. Khong khi Đong vui. Tot.
3195,Vinh Nguyễn,3 sao,một tháng trước,Thích hợp lắm
3196,Công Trần,5 sao,3 năm trước,Tôi đánh giá cao về nhân viên phục vụ khách sạn này
3197,Minh Nguyen Ba,5 sao,3 tháng trước,Chuẩn cafe
3198,Ngọc Anh Nguyễn,1 sao,2 năm trước,Quá nhẫn tâm
3199,Ben Khanh,5 sao,một năm trước,"Rất gần nhà, rất tiện, thích ly matcha"
3200,Thư Nguyễn,1 sao,một năm trước,Nhân viên phục vụ quá kém
3201,Loc Nguyen,3 sao,4 năm trước,"Mới mở, sạch sẽ, điểm trừ: không có chỗ đậu xe hơi."
3202,Mr 80,3 sao,một năm trước,"Mặt bằng rộng rãi, thiết kế ổn áp"
3203,HUỲNH THANH TÚ (TÚ 3D),5 sao,2 năm trước,Yên tịnh và sạch sẽ
3204,Tung Pham Minh,5 sao,11 tháng trước,Chỗ ngồi thường xuyên mỗi ngày
